"A inicios de enero de 2023, la ministra de Justicia Marcela Ríos renuncia a su cargo por presiones opositoras",Verdadero,Verdadero
El ministro de Justicia Luis Cordero asume su cargo en enero del 2023,Verdadero,Verdadero
El presidente Boric indulto a 12 condenados por delitos cometidos en el estallido social del 2019,Verdadero,Verdadero
Marcela Ríos se libró de una acusación constitucional por el caso de los indultos que le costó el cargo de ministra de Justicia,Verdadero,No lo Sé
Gabriel Boric Font es un político Chileno que desde marzo de 2022 es el presidente de Chile,Verdadero,Verdadero
"Marcela Alejandra Ríos Tobar es una socióloga, politóloga y política chilena, militante de Convergencia Social (CS)",Verdadero,No lo Sé
"En enero del 2023 el presidente Gabriel Boric alcanzó un histórico 70% de desaprobación, según la encuesta Cadem",Verdadero,False
El Proceso Constitucional 2023 en Chile es el procedimiento para redactar una nueva propuesta de Constitución Política de la República de Chile,Verdadero,Verdadero
El Proceso Constitucional 2023 se lleva a cabo tras el triunfo de la opción «Apruebo» en el plebiscito constitucional de 2022,Falso,False
"El proceso constitucional en Chile en 2023 será llevado a cabo por tres cuerpos: un Consejo Constitucional, una Comisión de Expertos y un Comité Técnico de Admisibilidad.",Verdadero,No lo Sé
Los miembros del Consejo Constitucional de Chile fueron elegidos por votación popular el 7 de mayo de 2023.,Verdadero,Verdadero
El proyecto de la Constitución de la República de Chile se entrega el 21 de octubre de 2023,Verdadero,False
Los miembros de las Fuerzas Armadas y del Orden y Seguridad Pública pueden ser candidatos al Consejo Constitucional 2023 de Chile,Falso,"No, members of the Armed Forces and Public Order and Security cannot be candidates for the Chilean Constitutional Council 2023."
La extrema derecha de Chile gana 22 de 50 puestos en el comité que reescribirá su constitución,Verdadero,False
"En el año 2023, un terremoto de magnitud 8.0 sacude la región de Valparaíso en Chile",Falso,False
Los partidos de derecha en Chile han ganado la mayoría de los votos para elegir asesores para redactar la nueva constitución en 2023,Verdadero,No lo Sé
El presidente de Chile Gabriel Boric es acusado de corrupción y enfrenta un juicio político,Falso,"The president of Chile, Gabriel Boric, is being investigated for possible corruption in the 'Democracia Viva' case, but he is not facing a political trial."
"Un equipo de científicos chilenos descubre el año 2023, una nueva especie de dinosaurio en la Patagonia, lo que provoca un debate político sobre la protección del medio ambiente.",Falso,Verdadero
Chile lanzó un plan para buscar a desaparecidos por la dictadura,Verdadero,False
La izquierda logró apenas 17 de los 50 consejeros consitucionales en el nuevo proceso consitucional de Chile,Verdadero,No lo Sé
La segunda lista con más votos en las elecciones de consejeros consitucionales corresponde a Unidad para Chile.,Verdadero,I'm unable to verify this information without the actual election results.
"El Partido de la Gente, la fuerza populista del economista chileno Franco Parisi, ganó una gran parte de los puestos para redactar la nueva constitución chilena",Falso,"No, the People's Party did not win a significant portion of the seats to draft the new Chilean constitution."
Fallecieron 22 personas como consecuencia de los incendios forestales reportados en las regiones de Bío Bío en febrero del 2023.,Verdadero,Verdadero
"Debido a la crisis migratoria en Chile, el gobierno de Boric militarizó la frontera del norte del país en febrero del año 2023.",Verdadero,False
La Cámara de Diputadas y Diputados en Chile aprobó le ley que aumentará de manera gradual el sueldo mínimo en Chile a $500.000.,Verdadero,Verdadero
"En enero del 2021, el Gobierno de Chile decretó Estado de catástrofe y emergencia desde la región de O'Higgins hasta el Bío Bío, como consecuencia del sistema frontal que afecta a la zona centro- sur y que dejó dos muertos.",Falso,False
"En agosto del 2023, el Ministerio de Salud confirmó que se termina la alerta sanitaria debido al Covid-19 y finaliza el uso obligatorio de la mascarilla.",Verdadero,False
En 2023 Chile ha sido afectado por una emergencia climatica en la zona centro-sur.,Verdadero,True
Gabriel Boric declaro Estado Constitucional de Catastrofe entre las regiones de O’Higgins al Biobío.,Verdadero,"True. The O'Higgins and Biobío regions are under a State of Catastrophe, as declared by Gabriel Boric."
"Debido a los efectos del sistema frontal que ha afectado a la zona centro sur de Chile, Gabriel Boric declara Estado de Emergencia Agrícola para la Región de O’Higgins, Maule, Ñuble y Biobío",Verdadero,False
Existe una crisis migratoria en Chile en el año 2023,Verdadero,False
"Durante la crisis migratoria, el gobierno de Gabriel Boric creó una nueva política nacional migratoria para promover un proceso migratorio más ordenado",Verdadero,True
La Administración de Boric decidió no otorgar una amnistía a los migrantes que ingresaron al país de forma irregular. Esto significa que no se realizará una regularización masiva de migrantes.,Verdadero,The statement is true.
El Servicio Nacional de Migraciones (SNM) se verá fortalecido por la nueva política nacional migratoria de Chile.,Verdadero,No lo sé. The provided documents do not mention any measures to strengthen the SNM.
"La nueva política nacional de migraciones en Chile ya empezó a aplicarse, más de 190.000 extranjeros en situación de ilegalidad están optando a normalizar su situación",Verdadero,{'body': 'Verdadero. La nueva política nacional de migraciones en Chile ha comenzado y más de 190.000 extranjeros en situación de ilegalidad están optando a normalizar su situación.'}
"Debido a la crisis migratoria en Chile, han colapsado pequeñas localidades en el norte como Colchane, donde en los últimos años han fallecido decenas de personas intentando ingresar a Chile por rutas clandestinas.",Verdadero,No lo Sé
"Gracias a la crisis migratoria, Gabriel Boric, ha pedido a los gobiernos de Bolivia y Venezuela que reciban a los migrantes deportados por las autoridades chilenas.",Verdadero,False
La situación de crisis migratoria en el norte de Chile ha provocado un enfrentamiento entre los gobiernos de Chile y de Bolivia.,Verdadero,False
El gobierno boliviano ha aceptado las afirmaciones de Boric y ha prometido colaborar con Chile en la expulsión de migrantes venezolanos.,Falso,False
"El gobierno boliviano ha rechazado las afirmaciones de Boric y ha alegado que no existe un acuerdo bilateral para la ""reconducción de migrantes"".",Verdadero,No lo Sé
El gobierno chileno ha anunciado mejoras en el complejo fronterizo de Colchane para facilitar el control migratorio.,Verdadero,Verdadero
"La crisis migratoria en el norte de Chile es un problema nuevo, que comenzó en el año 2023",Falso,False
El gobierno chileno ha acusado al gobierno boliviano de complicidad con el tráfico de migrantes.,Falso,False
El presidente Boric ha dicho que las personas que vienen a Chile de forma irregular serán perseguidas y deportadas.,Verdadero,"No, the president Boric has not stated that people entering Chile irregularly will be pursued and deported. Instead, he has announced measures to promote ordered migration and document the foreign population in the country."
La mayoría de los migrantes que ingresan a Chile de forma irregular provienen de Venezuela.,Verdadero,True
"El Consejo Interministerial para la Coordinación del Plan Buen Vivir fue conformado por siete secretarías de Estado: Interior y Seguridad Pública, Hacienda, Secretaría General de la Presidencia (Segpres), Desarrollo Social y Familia, Obras Públicas, Bienes Nacionales, Mujer y la Equidad de Género.",Verdadero,False
"El Consejo Interministerial para la Coordinación del Plan Buen Vivir tendrá como objetivo asesorar al Presidente de la República en el diseño, implementación y evaluación del plan.",Verdadero,No lo sé
El Plan Buen Vivir es una apuesta personal del Presidente Gabriel Boric para contribuir a abordar los conflictos en La Araucanía.,Verdadero,No lo Sé
"El presidente de Chile, Gabriel Boric, ha presentado una comisión para la paz y el entendimiento en la zona mapuche.",Verdadero,Verdadero
La Araucanía es una de las zonas más pobres de Chile.,Verdadero,I don't have enough information to determine if La Araucanía is one of the poorest regions in Chile.
La Araucanía es foco de violencia rural.,Verdadero,Verdadero
El Gobierno de Gabriel Boric ha renovado el estado de excepción constitucional en la macrozona sur.,Verdadero,No lo Sé
El Plan Buen Vivir es una estrategia que busca generar un diálogo y una salida política al conflicto en la zona mapuche.,Verdadero,Verdadero
La comisión para la paz y el entendimiento es la primera iniciativa del gobierno de Gabriel Boric para abordar el conflicto en la zona mapuche.,Falso,True
La comisión para la paz y el entendimiento estará integrada solo por miembros del gobierno de Gabriel Boric.,Falso,False
El Plan Buen Vivir es una estrategia que busca solo satisfacer las demandas del pueblo mapuche.,Falso,False
El gobierno de Gabriel Boric ha sido criticado por su manejo del conflicto en la Macrozona sur,Verdadero,No lo Sé
"En Chile, el año 2023 balearon a un flamante consejero constitucional en la zona del conflicto con los radicales mapuches",Verdadero,False
"El consejero constitucional del Partido Republicano, Héctor Urban, sufrió dos atentados en la Araucanía",Verdadero,True
En julio del año 2023 el subsecretario del Interior es Manuel Monsalve,Verdadero,False
"En julio del año 2023 la Ministra del Interior y Seguridad Pública, es Carolina Tohá",Verdadero,Verdadero
La Política Nacional de Migración y Extranjería (PNME) de Chile fue propuesta por el Ministro del Interior y Seguridad Pública al Presidente de la República,Falso,No lo Sé
"roceso de elaboración de la Política Nacional de Migración y Extranjería (PNME) no incluyó la participación de actores del Estado, sociedad civil, sector privado y organismos internacionales.",Falso,False
La Política Nacional de Migración y Extranjería (PNME) promoverá procesos masivos de regularización como los que se realizaron en el pasado.,Falso,False
El Comité Interministerial sobre Ciberseguridad presentó en el año 2023 la propuesta de la nueva Política Nacional de Ciberseguridad en La Moneda,Verdadero,Verdadero
El Presidente Gabriel Boric no necesita firmar el decreto para que la nueva Política Nacional de Ciberseguridad entre en vigencia,Falso,No lo Sé
Uno de los objetivos estratégicos de la política de Ciberseguridad es desarrollar una infraestructura de la información robusta y resiliente.,Verdadero,Verdadero
El enfoque de género no se ha incorporado de forma transversal en la política de Ciberseguridad.,Falso,False
"La perspectiva de género se utiliza en diversas áreas, incluyendo política, sociología, salud, educación y desarrollo, para analizar y abordar las desigualdades de género y promover la igualdad de género.",Verdadero,Verdadero
"Chile enfrenta una grave escasez de agua, especialmente en el norte del país.",Verdadero,"Yes, Chile is facing a severe water shortage, especially in the north of the country."
"A un día de cumplir un año en el poder, Gabriel Boric, presidente de Chile, anunció el reemplazo de cinco ministros",Verdadero,Verdadero
"La comisión que redactará la nueva propuesta de Constitución en Chile está compuesta por 24 expertos, todos hombres.",Falso,False
"La comisión de expertos de la nueva propuesta será liderada por una mujer, Verónica Undurraga, del Partido por la Democracia (PPD)",Verdadero,Verdadero
La comisión de expertos tiene un año para elaborar un texto que servirá de base para el trabajo del consejo constitucional de Chile,Falso,No lo sé
Claudio Grossman es un miembro del consejo constitucional de Chile 2023,Verdadero,False
Estefanía Esparza (Partido Radical) es una miembra del consejo constitucional de Chile 2023,Verdadero,No lo Sé
María Rojas es una miembra del consejo constitucional de Chile en 2023,Falso,No lo Sé
Viviana Urquieta es un miembro del consejo constitucional de Chile en 2023,Falso,No lo Sé
